Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",71.33903025,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",49.82258678,CTS
XKX,Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",20.73429092,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",4.341250037,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",302.0186493,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",41.20490649,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",551.3027176,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",39.13718041,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",21.86029354,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",7.169436445,CTS
CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",6.933526999,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",45.2650455,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",165.8808332,CTS
DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",33.18643166,CTS
ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",38.82434783,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",5.768288606,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",28.70297675,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",403.5913739,CTS
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",873.2309755,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",56.28505789,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",72.70314113,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",14.12240676,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",19.03414136,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",85.94144812,CTS
ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",29.97392559,CTS
ITA,Italy,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",109.8359524,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",219.063832,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",6.128526916,CTS
LUX,Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",98.10785995,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",33.60850188,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",7.451644487,CTS
MKD,North Macedonia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",7.007647095,CTS
MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",38.79064937,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",23.24338512,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",27.80813006,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",40.01976355,CTS
POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",18.95527375,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",5.665760856,CTS
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",1.380791054,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",15.96603307,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",17.21394048,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",29.76422195,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",66.62244233,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",46.57895705,CTS
UKR,Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",4.532298127,CTS/DMDB
XKX,Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",19.11454608,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",4.692366701,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",314.6100369,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",41.97720438,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",563.4490274,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",35.3779359,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",26.73427979,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",7.457011181,CTS
CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",6.870685709,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",47.14942476,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",164.9366108,CTS
DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",32.20220418,CTS
ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",39.09211658,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",6.807107376,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",29.1725388,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",466.2713488,CTS
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",925.4038966,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",56.068081,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",74.45615196,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",14.92485308,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",17.61813827,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",94.03233877,CTS
ISL,Iceland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",34.56619426,CTS
ITA,Italy,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",110.8280783,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",206.9091957,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",6.432260044,CTS
LUX,Luxembourg,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",100.5078029,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",33.3741383,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",6.556673691,CTS
MLT,Malta,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",37.22644664,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",24.22977428,CTS
NLD,Netherlands,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",26.49536469,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",37.04596109,CTS
POL,Poland,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",17.15926811,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",5.626912385,CTS
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",1.285269491,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",15.15458468,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",92.87286829,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",29.32026106,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",73.60189636,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",46.33794443,CTS
UKR,Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",4.654987209,CTS/DMDB
XKX,Kosovo under UNSCR 1244,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",17.77817285,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population",5.497787228,CTS
AND,Andorra,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population",327.4694471,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population",43.18723117,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population",556.2019181,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population",39.24831536,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population",21.57281278,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population",7.432315023,CTS
